1 1 
2.9602 -0.9801 
3.58746 -1.62706 
3.77067 -1.82978 
3.80612 -1.88454 
3.79257 -1.89011 
3.76294 -1.87941 
3.7282 -1.86342 
3.69201 -1.84578 
3.65557 -1.82771 
3.6193 -1.80962 
3.58332 -1.79165 
3.54768 -1.77384 
3.51238 -1.75619 
3.47743 -1.73872 
3.44283 -1.72142 
3.40858 -1.70429 
3.37466 -1.68733 
3.34108 -1.67054 
3.30784 -1.65392 
3.27492 -1.63746 
3.24234 -1.62117 
3.21008 -1.60504 
3.17813 -1.58907 
3.14651 -1.57326 
3.1152 -1.5576 
3.08421 -1.5421 
3.05352 -1.52676 
3.02313 -1.51157 
2.99305 -1.49653 
2.96327 -1.48164 
2.93379 -1.46689 
2.9046 -1.4523 
2.87569 -1.43785 
2.84708 -1.42354 
2.81875 -1.40938 
2.79071 -1.39535 
2.76294 -1.38147 
2.73545 -1.36772 
2.70823 -1.35411 
2.68128 -1.34064 
2.6546 -1.3273 
2.62819 -1.31409 
2.60204 -1.30102 
2.57615 -1.28807 
2.55051 -1.27526 
2.52513 -1.26257 
2.50001 -1.25 
2.47513 -1.23757 
2.45051 -1.22525 
2.42612 -1.21306 
2.40198 -1.20099 
2.37808 -1.18904 
2.35442 -1.17721 
2.33099 -1.1655 
2.3078 -1.1539 
2.28484 -1.14242 
2.2621 -1.13105 
2.23959 -1.1198 
2.21731 -1.10865 
2.19525 -1.09762 
2.1734 -1.0867 
2.15178 -1.07589 
2.13037 -1.06518 
2.10917 -1.05458 
2.08818 -1.04409 
2.06741 -1.0337 
2.04683 -1.02342 
2.02647 -1.01323 
2.0063 -1.00315 
1.98634 -0.993171 
1.96658 -0.983288 
1.94701 -0.973504 
1.92764 -0.963818 
1.90846 -0.954228 
1.88947 -0.944733 
1.87067 -0.935333 
1.85205 -0.926026 
1.83362 -0.916812 
1.81538 -0.90769 
1.79732 -0.898658 
1.77943 -0.889716 
1.76173 -0.880863 
1.7442 -0.872099 
1.72684 -0.863421 
1.70966 -0.85483 
1.69265 -0.846324 
1.67581 -0.837903 
1.65913 -0.829566 
1.64262 -0.821311 
1.62628 -0.813139 
1.6101 -0.805048 
1.59408 -0.797038 
1.57821 -0.789107 
1.56251 -0.781256 
1.54696 -0.773482 
1.53157 -0.765786 
1.51633 -0.758166 
1.50124 -0.750622 
1.48631 -0.743153 
1.47152 -0.735759 
1.45688 -0.728438 
1.44238 -0.72119 
1.42803 -0.714014 
1.41382 -0.706909 
1.39975 -0.699875 
1.38582 -0.692912 
1.37203 -0.686017 
1.35838 -0.679191 
1.34487 -0.672433 
1.33148 -0.665742 
1.31824 -0.659118 
1.30512 -0.65256 
1.29213 -0.646066 
1.27928 -0.639638 
1.26655 -0.633274 
1.25394 -0.626972 
1.24147 -0.620734 
1.22911 -0.614557 
1.21688 -0.608442 
1.20478 -0.602388 
1.19279 -0.596395 
1.18092 -0.59046 
1.16917 -0.584585 
1.15754 -0.578768 
1.14602 -0.57301 
1.13462 -0.567308 
1.12333 -0.561663 
1.11215 -0.556075 
1.10108 -0.550542 
1.09013 -0.545064 
1.07928 -0.53964 
1.06854 -0.534271 
1.05791 -0.528954 
1.04738 -0.523691 
1.03696 -0.51848 
1.02664 -0.513322 
1.01643 -0.508214 
1.00631 -0.503157 
0.996301 -0.498151 
0.986388 -0.493194 
0.976573 -0.488287 
0.966856 -0.483428 
0.957236 -0.478618 
0.947711 -0.473855 
0.938281 -0.469141 
0.928945 -0.464473 
0.919702 -0.459851 
0.910551 -0.455275 
0.901491 -0.450745 
0.892521 -0.44626 
0.88364 -0.44182 
0.874847 -0.437424 
0.866143 -0.433071 
0.857524 -0.428762 
0.848992 -0.424496 
0.840544 -0.420272 
0.832181 -0.41609 
0.8239 -0.41195 
0.815702 -0.407851 
0.807586 -0.403793 
0.79955 -0.399775 
0.791595 -0.395797 
0.783718 -0.391859 
0.77592 -0.38796 
0.7682 -0.3841 
0.760556 -0.380278 
0.752988 -0.376494 
0.745496 -0.372748 
0.738078 -0.369039 
0.730734 -0.365367 
0.723463 -0.361732 
0.716265 -0.358132 
0.709138 -0.354569 
0.702082 -0.351041 
0.695096 -0.347548 
0.688179 -0.34409 
0.681332 -0.340666 
0.674553 -0.337276 
0.667841 -0.33392 
0.661196 -0.330598 
0.654616 -0.327308 
0.648103 -0.324051 
0.641654 -0.320827 
0.63527 -0.317635 
0.628949 -0.314474 
0.62269 -0.311345 
0.616495 -0.308247 
0.61036 -0.30518 
0.604287 -0.302144 
0.598274 -0.299137 
0.592321 -0.296161 
0.586428 -0.293214 
0.580593 -0.290296 
0.574816 -0.287408 
0.569096 -0.284548 
0.563434 -0.281717 
0.557827 -0.278914 
0.552277 -0.276138 
0.546782 -0.273391 
0.541341 -0.270671 
0.535955 -0.267977 
0.530622 -0.265311 
0.525342 -0.262671 
0.520115 -0.260057 
0.51494 -0.25747 
0.509816 -0.254908 
0.504743 -0.252372 
0.499721 -0.24986 
0.494748 -0.247374 
0.489826 -0.244913 
0.484952 -0.242476 
0.480126 -0.240063 
0.475349 -0.237675 
0.470619 -0.23531 
0.465937 -0.232968 
0.4613 -0.23065 
0.45671 -0.228355 
0.452166 -0.226083 
0.447667 -0.223833 
0.443213 -0.221606 
0.438803 -0.219401 
0.434436 -0.217218 
0.430114 -0.215057 
0.425834 -0.212917 
0.421597 -0.210798 
0.417402 -0.208701 
0.413249 -0.206624 
0.409137 -0.204568 
0.405066 -0.202533 
0.401035 -0.200518 
0.397045 -0.198522 
0.393094 -0.196547 
0.389183 -0.194591 
0.385311 -0.192655 
0.381477 -0.190738 
0.377681 -0.18884 
0.373923 -0.186961 
0.370202 -0.185101 
0.366519 -0.183259 
0.362872 -0.181436 
0.359261 -0.179631 
0.355686 -0.177843 
0.352147 -0.176074 
0.348643 -0.174322 
0.345174 -0.172587 
0.34174 -0.17087 
0.338339 -0.16917 
0.334973 -0.167486 
0.33164 -0.16582 
0.32834 -0.16417 
0.325073 -0.162536 
0.321838 -0.160919 
0.318636 -0.159318 
0.315466 -0.157733 
0.312327 -0.156163 
0.309219 -0.154609 
0.306142 -0.153071 
0.303096 -0.151548 
0.30008 -0.15004 
0.297094 -0.148547 
0.294138 -0.147069 
0.291211 -0.145606 
0.288314 -0.144157 
0.285445 -0.142723 
0.282605 -0.141302 
0.279793 -0.139896 
0.277009 -0.138504 
0.274253 -0.137126 
0.271524 -0.135762 
0.268822 -0.134411 
0.266147 -0.133074 
0.263499 -0.131749 
0.260877 -0.130439 
0.258281 -0.129141 
0.255711 -0.127856 
0.253167 -0.126584 
0.250648 -0.125324 
0.248154 -0.124077 
0.245685 -0.122842 
0.24324 -0.12162 
0.24082 -0.12041 
0.238424 -0.119212 
0.236051 -0.118026 
0.233703 -0.116851 
0.231377 -0.115689 
0.229075 -0.114538 
0.226796 -0.113398 
0.224539 -0.11227 
0.222305 -0.111152 
0.220093 -0.110046 
0.217903 -0.108951 
0.215735 -0.107867 
0.213588 -0.106794 
0.211463 -0.105731 
0.209359 -0.104679 
0.207276 -0.103638 
0.205213 -0.102607 
0.203171 -0.101586 
0.20115 -0.100575 
0.199148 -0.0995741 
